ID	Data + units	Time
6	-0.228000, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.030846189s
6	-0.342000, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.038407623s
6	-0.349600, 1.938000, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.967048927s
6	-0.273600, 1.938000, 0.197600 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.970214662s
6	-0.136800, 1.938000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.973380397s
6	-0.053200, 1.938000, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.976546132s
6	-0.045600, 1.938000, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.979711867s
6	-0.083600, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.982877602s
6	-0.106400, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.986043337s
6	-0.159600, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.989209072s
6	-0.212800, 1.938000, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.992374807s
6	-0.266000, 1.938000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.995540542s
6	-0.220400, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595014.998706277s
6	-0.121600, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.001872012s
6	-0.038000, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.005037747s
6	0.015200, 0.000000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.008203482s
6	0.007600, 0.000000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.011369217s
6	-0.068400, 1.938000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.014534952s
6	-0.182400, 1.938000, 0.197600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.017700687s
6	-0.243200, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.020866422s
6	-0.258400, 1.938000, -0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.024032157s
6	-0.220400, 1.938000, -0.197600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.027197892s
6	-0.228000, 1.938000, -0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.030363627s
6	-0.235600, 1.938000, -0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.033529362s
6	-0.212800, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.036695097s
6	-0.159600, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.039860832s
6	-0.098800, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.043026567s
6	-0.106400, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.046192302s
6	-0.114000, 1.938000, -0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.049358037s
6	-0.121600, -0.007600, -0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.052523772s
6	-0.121600, -0.007600, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.055689507s
6	-0.114000, -0.007600, 0.220400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.058855242s
6	-0.083600, -0.007600, 0.273600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.062020977s
6	0.015200, -1.945600, 0.258400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.065186712s
6	0.076000, -1.945600, 0.212800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.068352447s
6	0.030400, -1.945600, 0.174800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.071518182s
6	-0.068400, -0.007600, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.074683917s
6	-0.152000, -0.007600, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.077849652s
6	-0.205200, -0.007600, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.081015387s
6	-0.266000, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.084181122s
6	-0.334400, 1.938000, 0.136800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.087346857s
6	-0.387600, -0.007600, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.090512592s
6	-0.395200, -0.007600, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.093678327s
6	-0.349600, -0.007600, 0.136800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.096844062s
6	-0.235600, -0.007600, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.100009797s
6	-0.167200, 1.938000, 0.174800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.103175532s
6	-0.152000, 1.938000, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.106341267s
6	-0.182400, 1.938000, 0.167200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.109507002s
6	-0.190000, 1.938000, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.112672737s
6	-0.159600, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.115838472s
6	-0.136800, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.119004207s
6	-0.091200, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.122169942s
6	-0.053200, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.125335677s
6	-0.007600, -0.007600, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.128501412s
6	-0.022800, -0.007600, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.131667147s
6	-0.121600, -0.007600, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.134832882s
6	-0.228000, 1.938000, -0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.137998617s
6	-0.250800, 1.938000, -0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.141164352s
6	-0.182400, 1.938000, -0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.144330087s
6	-0.144400, 1.938000, -0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.147495822s
6	-0.197600, 1.938000, -0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.150661557s
6	-0.288800, 1.938000, -0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.153827292s
6	-0.372400, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.156993027s
6	-0.372400, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.160158762s
6	-0.288800, 1.938000, 0.129200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.163324497s
6	-0.152000, 1.938000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.166490232s
6	-0.045600, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.169655967s
6	-0.045600, 1.938000, -0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.172821702s
6	-0.144400, 1.938000, -0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.175987437s
6	-0.296400, 1.938000, -0.129200 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.179153172s
6	-0.402800, 1.938000, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.182318907s
6	-0.387600, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.185484642s
6	-0.304000, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.188650377s
6	-0.205200, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595015.191816112s
6	-0.190000, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.211853755s
6	-0.167200, 1.938000, -0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.217901817s
6	-0.182400, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.223949879s
6	-0.250800, 1.938000, 0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.229997941s
6	-0.326800, -0.007600, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.236046003s
6	-0.357200, -0.007600, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.242094065s
6	-0.319200, -0.007600, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.248142127s
6	-0.296400, -0.007600, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.254190189s
6	-0.349600, -0.007600, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.260238251s
6	-0.418000, -0.007600, 0.000000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.266286313s
6	-0.456000, -0.007600, 0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.272334375s
6	-0.418000, -0.007600, 0.076000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.278382437s
6	-0.319200, -0.007600, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.284430499s
6	-0.205200, 1.938000, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.290478561s
6	-0.129200, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.296526623s
6	-0.106400, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.302574685s
6	-0.129200, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.308622747s
6	-0.136800, 1.938000, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.314670809s
6	-0.152000, 1.938000, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.320718871s
6	-0.129200, 1.938000, 0.205200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.326766933s
6	-0.159600, 1.938000, 0.167200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.332814995s
6	-0.220400, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.338863057s
6	-0.311600, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.344911119s
6	-0.349600, 1.938000, 0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.350959181s
6	-0.364800, 1.938000, 0.060800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.357007243s
6	-0.349600, -0.007600, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.363055305s
6	-0.311600, -0.007600, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.369103367s
6	-0.235600, -0.007600, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.375151429s
6	-0.197600, -0.007600, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.381199491s
6	-0.197600, 1.938000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.387247553s
6	-0.197600, 1.938000, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.393295615s
6	-0.174800, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.399343677s
6	-0.174800, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.405391739s
6	-0.205200, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.411439801s
6	-0.258400, 1.938000, 0.060800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.417487863s
6	-0.250800, 1.938000, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.423535925s
6	-0.190000, 1.938000, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.429583987s
6	-0.167200, 1.938000, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.435632049s
6	-0.212800, 1.938000, 0.174800 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.441680111s
6	-0.281200, 1.938000, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595016.447728173s
6	-0.281200, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.436171183s
6	-0.235600, 1.938000, -0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.439326874s
6	-0.190000, 1.938000, -0.076000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.442482565s
6	-0.174800, 1.938000, -0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.445638256s
6	-0.182400, -0.007600, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.448793947s
6	-0.228000, -0.007600, -0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.451949638s
6	-0.311600, -0.007600, 0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.455105329s
6	-0.433200, -0.007600, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.458261020s
6	-0.547200, -0.007600, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.461416711s
6	-0.570000, -0.007600, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.464572402s
6	-0.478800, -0.007600, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.467728093s
6	-0.395200, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.470883784s
6	-0.342000, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.474039475s
6	-0.311600, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.477195166s
6	-0.235600, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.480350857s
6	-0.152000, 1.938000, 0.000000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.483506548s
6	-0.098800, -0.007600, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.486662239s
6	-0.053200, -0.007600, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.489817930s
6	-0.038000, -0.007600, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.492973621s
6	-0.068400, 1.938000, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.496129312s
6	-0.136800, -0.007600, 0.114000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.499285003s
6	-0.212800, -0.007600, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.502440694s
6	-0.250800, 1.938000, 0.060800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.505596385s
6	-0.266000, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.508752076s
6	-0.258400, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.511907767s
6	-0.235600, 1.938000, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.515063458s
6	-0.167200, 1.938000, 0.129200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.518219149s
6	-0.098800, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.521374840s
6	-0.083600, 1.938000, 0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.524530531s
6	-0.098800, 1.938000, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.527686222s
6	-0.121600, -0.007600, -0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.530841913s
6	-0.152000, 1.938000, -0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.533997604s
6	-0.182400, 1.938000, -0.076000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.537153295s
6	-0.174800, 1.938000, -0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.540308986s
6	-0.129200, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.543464677s
6	-0.083600, 1.938000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.546620368s
6	-0.121600, 1.938000, 0.167200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.549776059s
6	-0.182400, 1.938000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.552931750s
6	-0.281200, 1.938000, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.556087441s
6	-0.349600, 1.938000, 0.136800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.559243132s
6	-0.387600, 1.938000, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.562398823s
6	-0.334400, 1.938000, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.565554514s
6	-0.243200, 1.938000, 0.228000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.568710205s
6	-0.159600, -0.007600, 0.220400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.571865896s
6	-0.098800, -0.007600, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.575021587s
6	-0.114000, 1.938000, 0.129200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.578177278s
6	-0.167200, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.581332969s
6	-0.220400, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.584488660s
6	-0.228000, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.587644351s
6	-0.243200, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.590800042s
6	-0.235600, 1.938000, 0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.593955733s
6	-0.205200, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.597111424s
6	-0.121600, -0.007600, 0.091200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.600267115s
6	-0.060800, -0.007600, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.603422806s
6	0.015200, -1.945600, 0.159600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.606578497s
6	0.053200, 0.000000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.609734188s
6	-0.015200, 1.938000, 0.228000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.612889879s
6	-0.159600, 1.938000, 0.212800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.616045570s
6	-0.342000, 1.938000, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.619201261s
6	-0.387600, 1.938000, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.622356952s
6	-0.342000, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.625512643s
6	-0.212800, 1.938000, -0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.628668334s
6	-0.121600, 1.938000, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.631824025s
6	-0.053200, 1.938000, -0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.634979716s
6	-0.060800, -0.007600, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.638135407s
6	-0.098800, -0.007600, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.641291098s
6	-0.182400, -0.007600, 0.129200 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.644446789s
6	-0.296400, -0.007600, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.647602480s
6	-0.364800, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.650758171s
6	-0.342000, 1.938000, 0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.653913862s
6	-0.212800, 1.938000, -0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.657069553s
6	-0.114000, 1.938000, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595017.660225244s
6	-0.106400, 1.938000, -0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.695955905s
6	-0.159600, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.702216391s
6	-0.212800, 1.938000, 0.000000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.708476877s
6	-0.235600, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.714737363s
6	-0.190000, 1.938000, 0.060800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.720997849s
6	-0.121600, 1.938000, 0.045600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.727258335s
6	-0.038000, 1.938000, 0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.733518821s
6	-0.053200, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.739779307s
6	-0.152000, 1.938000, 0.000000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.746039793s
6	-0.296400, 1.938000, 0.038000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.752300279s
6	-0.387600, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.758560765s
6	-0.372400, 1.938000, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.764821251s
6	-0.319200, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.771081737s
6	-0.250800, 1.938000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.777342223s
6	-0.228000, 1.938000, 0.152000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.783602709s
6	-0.228000, -0.007600, 0.182400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.789863195s
6	-0.228000, -0.007600, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.796123681s
6	-0.212800, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.802384167s
6	-0.159600, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.808644653s
6	-0.129200, 1.938000, 0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.814905139s
6	-0.152000, 1.938000, 0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.821165625s
6	-0.212800, 1.938000, 0.015200 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.827426111s
6	-0.281200, 1.938000, 0.068400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.833686597s
6	-0.281200, 1.938000, 0.144400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.839947083s
6	-0.273600, 1.938000, 0.205200 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.846207569s
6	-0.266000, 1.938000, 0.190000 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.852468055s
6	-0.273600, 1.938000, 0.121600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.858728541s
6	-0.311600, 1.938000, 0.022800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.864989027s
6	-0.357200, 1.938000, -0.030400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.871249513s
6	-0.349600, 1.938000, -0.007600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.877509999s
6	-0.296400, 1.938000, 0.053200 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.883770485s
6	-0.250800, 1.938000, 0.083600 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.890030971s
6	-0.235600, 1.938000, 0.098800 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.896291457s
6	-0.205200, 1.938000, 0.106400 X deg/s, Y deg/s, Z deg/s	At T: 1540595018.902551943s
